"ENSEMBL","baseMean","ful2_mbp20_sIM_vs_WT_sIM","lfcSE","stat","pvalue","padj","Symbol"
"Solyc06g068670.3",916.074373085557,-0.115686363538339,0.0889684846909003,-1.30030722609544,0.193495692390899,0.594380875122649,"Solyc06g068670.3"
"Solyc08g063040.4",504.578386377116,-0.202228988081081,0.155522120056544,-1.30032298947285,0.193490291908289,0.594380875122649,"Solyc08g063040.4"
"Solyc01g105690.3",307.397465701049,-0.141087139532226,0.108551622025967,-1.29972391843648,0.193695609570169,0.594803819352999,"Solyc01g105690.3"
"Solyc02g078300.3",499.960434398561,-0.131120604940625,0.100926827357615,-1.29916503246479,0.193887298931109,0.594836141007225,"Solyc02g078300.3"
"Solyc02g078950.4",1097.54601410544,0.143559481976491,0.110464725591846,1.29959569633953,0.193739575487739,0.594836141007225,"Solyc02g078950.4"
"Solyc03g045140.4",33.8542233659816,0.606365353556662,0.466749191006614,1.2991245946221,0.193901173895191,0.594836141007225,"Solyc03g045140.4"
"Solyc06g074840.3",799.368717180209,0.0911394084379029,0.0701408172734176,1.29937762319806,0.193814367147416,0.594836141007225,"Solyc06g074840.3"
"Solyc08g081920.4",1364.23869214389,-0.0785337263455919,0.0604469864968851,-1.29921656805239,0.193869617184014,0.594836141007225,"Solyc08g081920.4"
"Solyc12g056410.2",433.169713561957,-0.132675970402424,0.102127032270511,-1.29912685655053,0.193900397766893,0.594836141007225,"Solyc12g056410.2"
"Solyc06g051310.3",6374.77584481809,-0.0733109399610629,0.0564458706437396,-1.29878304869754,0.194018393634163,0.595095974708607,"Solyc06g051310.3"
"Solyc01g088270.4",9.52468140902797,0.943063221520712,0.726315333898512,1.29842119187929,0.194142640882875,0.595148432847685,"Solyc01g088270.4"
"Solyc01g094070.3",33.9999873031605,0.698695725676067,0.538150608480638,1.29832748428678,0.194174825863472,0.595148432847685,"Solyc01g094070.3"
"Solyc04g071610.5",97.6711389810837,0.525817676853319,0.404973460143913,1.29840033632441,0.194149803631009,0.595148432847685,"Solyc04g071610.5"
"Solyc06g082180.3",292.823551026456,0.167330646476422,0.128888425182867,1.29825968653906,0.194198114243048,0.595148432847685,"Solyc06g082180.3"
"Solyc08g065830.4",123.512786098611,0.216531685396236,0.166741191052094,1.29860944395309,0.194077995317031,0.595148432847685,"Solyc08g065830.4"
"Solyc03g119340.3",185.328967185972,0.204528059928541,0.157576175544223,1.29796309132494,0.194300018157547,0.595194258624099,"Solyc03g119340.3"
"Solyc05g047420.4",2082.43809676322,-0.0779890137068467,0.0600856719780134,-1.29796357666408,0.194299851373117,0.595194258624099,"Solyc05g047420.4"
"Solyc12g055940.4",448.234609688593,0.149392831141475,0.115100646217173,1.29793216677167,0.194310645446219,0.595194258624099,"Solyc12g055940.4"
"Solyc02g088590.5",1002.3551489116,0.0988538169848165,0.0761829561506633,1.29758442018603,0.19443017867155,0.595261475574819,"Solyc02g088590.5"
"Solyc06g050370.1",40.4902814469426,0.385795964919793,0.297289500913339,1.29771136799162,0.194386535813881,0.595261475574819,"Solyc06g050370.1"
"Solyc08g006220.4",526.987454994362,-0.108012984594396,0.0832412354987505,-1.29758987774776,0.194428302291223,0.595261475574819,"Solyc08g006220.4"
"Solyc04g051860.3",624.527365065513,0.11451061058485,0.0882563563236275,1.29747720566382,0.194467043106004,0.595274744362123,"Solyc04g051860.3"
"Solyc09g065160.4",1376.61403531563,0.119976990844796,0.0925113630949071,1.29688923426317,0.194669301248052,0.595794203635742,"Solyc09g065160.4"
"Solyc02g071720.2",189.321706512703,0.208999124444801,0.16125783810593,1.29605560200745,0.194956329504751,0.595963377836385,"Solyc02g071720.2"
"Solyc03g098250.4",1088.25890150518,-0.101957367039733,0.0786451814543955,-1.29642230018702,0.194830033290744,0.595963377836385,"Solyc03g098250.4"
"Solyc03g112830.4",542.763507692232,0.133175473526476,0.10272985398833,1.29636584066015,0.194849474867361,0.595963377836385,"Solyc03g112830.4"
"Solyc03g115510.3",572.75996965193,0.111563238188245,0.0860719237638997,1.29616294500712,0.194919352791788,0.595963377836385,"Solyc03g115510.3"
"Solyc05g010100.4",1379.07655751583,0.0840638427955349,0.0648570514960921,1.29614037111447,0.194927128450166,0.595963377836385,"Solyc05g010100.4"
"Solyc07g005730.4",1277.54847182865,0.100676266334865,0.0776953136839438,1.29578299592695,0.195050257930057,0.595963377836385,"Solyc07g005730.4"
"Solyc07g039200.4",2597.80902606444,-0.0793631031055211,0.0612460115742881,-1.29580851169807,0.195041464876284,0.595963377836385,"Solyc07g039200.4"
"Solyc07g056250.3",285.562648995817,-0.1587264057251,0.122489185827875,-1.29584015643753,0.195030560107246,0.595963377836385,"Solyc07g056250.3"
"Solyc07g061780.4",4286.06402235279,0.060494509040064,0.0466573226009701,1.2965705202897,0.19477900115605,0.595963377836385,"Solyc07g061780.4"
"Solyc12g009400.2",2026.16137035183,-0.0786197593782983,0.060647145200726,-1.29634724137612,0.194855879756288,0.595963377836385,"Solyc12g009400.2"
"Solyc03g118620.3",801.573282184651,0.105398096774036,0.0813515201268841,1.29558853491178,0.195117281178703,0.595969141760821,"Solyc03g118620.3"
"Solyc06g072160.3",1101.73555852593,0.10851778524083,0.0837552390332563,1.29565369872255,0.195094819832762,0.595969141760821,"Solyc06g072160.3"
"Solyc06g016770.3",114.152884868156,0.241657429623514,0.18654409047572,1.29544403688825,0.195167095038469,0.596021807761841,"Solyc06g016770.3"
"Solyc05g006730.5",12.5726219604052,0.877908747075225,0.678018492717708,1.29481534280325,0.195383937908235,0.596287339729349,"Solyc05g006730.5"
"Solyc09g009120.4",1598.26610598751,-0.0802051234748004,0.061943353124475,-1.2948140426565,0.195384386524792,0.596287339729349,"Solyc09g009120.4"
"Solyc11g012670.1",1028.97314129594,-0.131155783445282,0.101279327661308,-1.2949906607189,0.195323451254405,0.596287339729349,"Solyc11g012670.1"
"Solyc12g013920.2",489.202303845469,0.141101098156544,0.108966088848942,1.29490834852438,0.19535184817774,0.596287339729349,"Solyc12g013920.2"
"Solyc04g015700.1",5.0590848984393,-1.2018789491418,0.928593681293293,-1.29430015878193,0.195561761665055,0.596430779451473,"Solyc04g015700.1"
"Solyc07g053990.4",956.887761504237,0.116880305461006,0.0902959200343823,1.29441402686302,0.195522448120651,0.596430779451473,"Solyc07g053990.4"
"Solyc10g085400.3",478.928703256061,0.148800437907728,0.114943462445064,1.29455329378864,0.195474373370504,0.596430779451473,"Solyc10g085400.3"
"Solyc12g015650.3",189.277563176583,0.185239359603577,0.143116025771848,1.29432995784051,0.195551472826069,0.596430779451473,"Solyc12g015650.3"
"Solyc01g010370.3",580.742923938452,0.112326634243326,0.0868183318459846,1.29381239946643,0.195730228668525,0.596662065115281,"Solyc01g010370.3"
"Solyc09g005880.1",279.676759617465,-0.198438532339692,0.153383642424799,-1.29373986171298,0.19575529153865,0.596662065115281,"Solyc09g005880.1"
"Solyc10g006300.4",271.838615510112,0.192878922424924,0.14906806597087,1.29389833542628,0.195700539563107,0.596662065115281,"Solyc10g006300.4"
"Solyc11g013370.3",2081.88307509184,-0.0716009255386659,0.0553457203874605,-1.29370301872317,0.195768022239038,0.596662065115281,"Solyc11g013370.3"
"Solyc08g041710.3",1020.39768216231,0.0892358086637986,0.0689829223428441,1.29359275648396,0.195806125799969,0.596678816988117,"Solyc08g041710.3"
"Solyc02g021440.4",3970.33547378958,-0.0582187570880595,0.0450152267273036,-1.29331253712752,0.195902986269754,0.596711978059456,"Solyc02g021440.4"
"Solyc08g067740.4",45.5423144787791,0.353132600529459,0.273052296549468,1.29327826570938,0.195914834918914,0.596711978059456,"Solyc08g067740.4"
"Solyc11g073238.1",81.3744771073343,-0.274293622282598,0.212076339755535,-1.29337210647252,0.19588239262414,0.596711978059456,"Solyc11g073238.1"
"Solyc01g005240.4",2273.89290930387,-0.0750646427115868,0.0580653097987194,-1.29276228735875,0.196093287469976,0.596957422627366,"Solyc01g005240.4"
"Solyc04g050520.3",2048.8200421042,-0.100897252440203,0.0780462479238014,-1.29278799589074,0.196084393284154,0.596957422627366,"Solyc04g050520.3"
"Solyc04g078600.3",1000.83193804982,-0.103225169822166,0.0798371088320281,-1.29294724386056,0.196029306058345,0.596957422627366,"Solyc04g078600.3"
"Solyc01g080620.3",382.792816323363,0.132663828744687,0.102700186205932,1.29175840517634,0.196440824152061,0.597104749532545,"Solyc01g080620.3"
"Solyc02g090540.4",16.4993430994556,0.669004925525977,0.517771342754658,1.29208565689774,0.196327482463572,0.597104749532545,"Solyc02g090540.4"
"Solyc03g007260.3",434.587227808522,0.142199875073053,0.110048627734768,1.29215491369665,0.196303501926379,0.597104749532545,"Solyc03g007260.3"
"Solyc03g093680.4",4161.97573479864,-0.0882591137223496,0.0683271881210755,-1.29171294984296,0.196456571126958,0.597104749532545,"Solyc03g093680.4"
"Solyc03g116060.5",1573.51287883978,-0.199432705128328,0.154404435340743,-1.29162549435977,0.196486870707177,0.597104749532545,"Solyc03g116060.5"
"Solyc04g015680.3",4294.70481905286,0.0580347486889119,0.0449039778269307,1.29241887907103,0.196212122178699,0.597104749532545,"Solyc04g015680.3"
"Solyc05g010570.3",694.519162524318,0.10382070269217,0.0803550211412073,1.29202508091842,0.19634845897992,0.597104749532545,"Solyc05g010570.3"
"Solyc06g019200.4",221.509758644246,-0.162637462112025,0.125901223125177,-1.29178619615413,0.196431197050144,0.597104749532545,"Solyc06g019200.4"
"Solyc08g077080.1",9.207311353419,-0.815691344437901,0.631279847132422,-1.29212321309347,0.196314478163519,0.597104749532545,"Solyc08g077080.1"
"Solyc10g038190.2",1559.73059079147,-0.0806454254130473,0.0624304163150208,-1.29176497888649,0.196438546914991,0.597104749532545,"Solyc10g038190.2"
"Solyc10g076420.2",1108.5421782343,-0.0966887491364969,0.0748604914254725,-1.29158581910667,0.196500617612164,0.597104749532545,"Solyc10g076420.2"
"Solyc03g115760.3",2110.28086816821,-0.0752415870535677,0.0582955315137938,-1.29069218685765,0.19681043499709,0.597915669908838,"Solyc03g115760.3"
"Solyc10g039383.1",5.77218973458774,0.988174984533647,0.765690714219307,1.29056676041995,0.196853948263287,0.597915669908838,"Solyc10g039383.1"
"Solyc12g098590.3",14.4225425436488,-3.37692144169586,2.61668649642221,-1.29053344614004,0.196865506923916,0.597915669908838,"Solyc12g098590.3"
"Solyc08g080280.3",27.1448247583168,0.534687235161844,0.414360345445684,1.29039190414502,0.196914621612551,0.597965592580166,"Solyc08g080280.3"
"Solyc01g087250.3",866.30675225943,0.11179292606518,0.0866820137995271,1.28968999640142,0.197158314265028,0.598606270571719,"Solyc01g087250.3"
"Solyc01g110480.4",2788.66047226751,0.104744227870343,0.081253686835377,1.28910123281616,0.19736289503307,0.598946833963071,"Solyc01g110480.4"
"Solyc05g054980.3",1866.65960151356,-0.0881539807134659,0.068375651521658,-1.2892598279015,0.197307771884395,0.598946833963071,"Solyc05g054980.3"
"Solyc07g007510.4",1982.81777666655,-0.0753391456613788,0.0584439109670805,-1.28908460119677,0.197368676364682,0.598946833963071,"Solyc07g007510.4"
"Solyc02g094420.3",365.408629586802,0.138972364859477,0.107844363487663,1.28863818529908,0.197523901698981,0.599318500611782,"Solyc02g094420.3"
"Solyc01g112090.3",598.871589429398,0.113952255485318,0.0884582419441376,1.28820393646621,0.197674982070194,0.599677469645638,"Solyc01g112090.3"
"Solyc11g017230.2",206.246395410838,0.178222178922326,0.13838265243952,1.28789393598462,0.19778288666658,0.599905361032942,"Solyc11g017230.2"
"Solyc08g044510.5",121.345978831497,0.309070038058033,0.240025635059789,1.28765428734745,0.197866332807634,0.600059002990868,"Solyc08g044510.5"
"Solyc03g112860.3",200.689413030782,0.183373629011296,0.142453048645198,1.28725661370728,0.198004860403301,0.600314222557614,"Solyc03g112860.3"
"Solyc07g040990.4",1029.10550558557,0.138630206185945,0.107704881145796,1.28713020905976,0.198048907676939,0.600314222557614,"Solyc07g040990.4"
"Solyc11g006180.2",315.561902598623,0.241170546743222,0.187366337891073,1.28716048708508,0.198038356269197,0.600314222557614,"Solyc11g006180.2"
"Solyc06g030490.3",1249.23221371721,-0.0854659863589714,0.0664205772595855,-1.2867395901266,0.198185069005604,0.600627455735929,"Solyc06g030490.3"
"Solyc06g069330.3",811.101078503389,-0.102071544761831,0.0793327080972101,-1.28662625050891,0.198224589562199,0.6006477503558,"Solyc06g069330.3"
"Solyc09g064450.3",3985.94837416818,-0.0698278992246252,0.0542772471650727,-1.28650406702202,0.198267200356122,0.600677400549119,"Solyc09g064450.3"
"Solyc01g105890.3",105.111672205716,0.350189718810862,0.272255844417316,1.2862523467966,0.198355007464434,0.600843946629976,"Solyc01g105890.3"
"Solyc01g100140.4",418.002710766883,0.121317174006968,0.094342043888144,1.28592904082941,0.198467827411094,0.600887288847718,"Solyc01g100140.4"
"Solyc02g030450.3",730.746748370757,-0.116404864493614,0.0905150331257433,-1.28602797208177,0.19843329965668,0.600887288847718,"Solyc02g030450.3"
"Solyc06g073360.3",1433.26312577337,-0.0776273246470576,0.0603655525181628,-1.28595401530866,0.198459110714684,0.600887288847718,"Solyc06g073360.3"
"Solyc08g008080.1",22.7067301174228,0.477745544953454,0.371609363903305,1.28561223521204,0.198578424522878,0.601122678303415,"Solyc08g008080.1"
"Solyc11g150104.1",8.46963455375838,-0.814700881485187,0.633763104923777,-1.28549749134288,0.198618492819522,0.60114452532326,"Solyc11g150104.1"
"Solyc03g115020.3",541.300790079207,0.175101677376669,0.136223450302226,1.28540039903694,0.198652401847328,0.601147726377419,"Solyc03g115020.3"
"Solyc04g072170.1",256.670360717581,-0.147601110887374,0.114849471495341,-1.28517013587966,0.198732837084735,0.601291697389808,"Solyc04g072170.1"
"Solyc01g086850.3",120.315626240161,0.224516580612326,0.174778146921452,1.28458039272625,0.198938953997044,0.601549221260627,"Solyc01g086850.3"
"Solyc02g093210.3",1368.79830363114,-0.101870100310472,0.0793054451955904,-1.28452844642926,0.19895711686075,0.601549221260627,"Solyc02g093210.3"
"Solyc03g119950.1",208.682196545355,-0.18562433275651,0.144542705849236,-1.28421791792195,0.199065717481408,0.601549221260627,"Solyc03g119950.1"
"Solyc07g055970.1",9.07127100106816,-0.815752915575465,0.635281786320489,-1.28408043980019,0.199113811310761,0.601549221260627,"Solyc07g055970.1"
"Solyc07g063170.1",176.879645365438,-0.257261816071321,0.20029080187414,-1.28444149039346,0.198987523484945,0.601549221260627,"Solyc07g063170.1"
"Solyc08g074683.1",11511.1698506236,0.323912964111269,0.252222440571358,1.2842353098222,0.199059633895896,0.601549221260627,"Solyc08g074683.1"
"Solyc10g085330.2",59.8410951670725,0.356039166099157,0.277168451689922,1.28455877257442,0.1989465132697,0.601549221260627,"Solyc10g085330.2"
"Solyc12g014540.2",2301.51764568513,0.0862131956753025,0.0671277716751961,1.28431487480998,0.199031804258804,0.601549221260627,"Solyc12g014540.2"
"Solyc12g096480.1",6.50392258753155,0.899109261055648,0.700174294402747,1.28412206538173,0.199099248580357,0.601549221260627,"Solyc12g096480.1"
"Solyc06g050130.3",736.786739545738,0.144789579243648,0.112784601036021,1.2837708154627,0.199222157969453,0.601748893016091,"Solyc06g050130.3"
"Solyc07g065130.3",91.0098661159624,0.254891086046775,0.198559136837412,1.28370363664247,0.199245671500328,0.601748893016091,"Solyc07g065130.3"
"Solyc02g091890.3",1297.21704859145,-0.0840893806799468,0.0655438574900918,-1.28294830209922,0.199510188797699,0.602327176983305,"Solyc02g091890.3"
"Solyc09g065700.3",3501.26943701241,-0.0765028859751841,0.0596316665866047,-1.2829238281321,0.199518763842005,0.602327176983305,"Solyc09g065700.3"
"Solyc12g098420.3",2384.74763738456,-0.0874415490998795,0.0681606185103782,-1.28287493586294,0.199535895233226,0.602327176983305,"Solyc12g098420.3"
"Solyc04g007120.4",1854.75104502122,0.127262923138086,0.0992160395827491,1.2826849738539,0.199602466332716,0.602410253169284,"Solyc04g007120.4"
"Solyc05g013780.3",1208.18311796282,0.0979570911821575,0.0763780172825915,1.2825299041179,0.199656821661373,0.602410253169284,"Solyc05g013780.3"
"Solyc08g016160.3",310.584866874135,0.299321926918112,0.233399344096225,1.28244545020962,0.199686429147764,0.602410253169284,"Solyc08g016160.3"
"Solyc09g083003.1",31.7229615918638,0.515760718856437,0.402177467079494,1.28242072486495,0.199695097859166,0.602410253169284,"Solyc09g083003.1"
"Solyc01g094540.4",1302.39388128954,-0.100492454908926,0.0784284912485202,-1.28132587162094,0.200079229271108,0.602599432948643,"Solyc01g094540.4"
"Solyc01g103800.3",9054.94741519166,-0.068910161570882,0.0537838586866319,-1.28124242576909,0.200108528525063,0.602599432948643,"Solyc01g103800.3"
"Solyc01g107820.2",7.67620015373324,0.918585892354126,0.716907110696881,1.28131787040193,0.200082038499033,0.602599432948643,"Solyc01g107820.2"
"Solyc02g089290.3",610.908506863383,-0.13702090701193,0.106895397015164,-1.28182233134409,0.199904978596034,0.602599432948643,"Solyc02g089290.3"
"Solyc05g008780.4",1454.24714026477,0.0876484757999813,0.0683665833404412,1.28203680098394,0.199829736931177,0.602599432948643,"Solyc05g008780.4"
"Solyc05g009740.1",139.490149333816,0.2177869007355,0.169919582837686,1.28170571689514,0.19994589873455,0.602599432948643,"Solyc05g009740.1"
"Solyc05g054490.3",2023.58198863216,-0.0704780235692058,0.0549793872998264,-1.28189903581243,0.199878066248282,0.602599432948643,"Solyc05g054490.3"
"Solyc07g005230.2",65.9392396981867,0.293639817679712,0.229206295738859,1.28111584689743,0.200152978494008,0.602599432948643,"Solyc07g005230.2"
"Solyc07g052350.3",10129.7939302061,-0.0875444361203823,0.0682863018638994,-1.28202045989935,0.199835469091081,0.602599432948643,"Solyc07g052350.3"
"Solyc08g078240.4",658.261795914645,0.0969892658183554,0.0756889673199078,1.28141880187663,0.200046603568939,0.602599432948643,"Solyc08g078240.4"
"Solyc09g005940.4",78.1751107076629,0.595915410412169,0.46511870213994,1.28121145778584,0.200119402706256,0.602599432948643,"Solyc09g005940.4"
"Solyc11g010480.2",466.838165257239,-0.151535931432128,0.118283601230217,-1.28112375558461,0.200150201035029,0.602599432948643,"Solyc11g010480.2"
"Solyc08g066530.4",460.442222367832,-0.142154305618709,0.110974381063935,-1.28096506829636,0.200205935949455,0.602659717377707,"Solyc08g066530.4"
"Solyc12g042760.1",77.5966964295902,0.336373867896871,0.262625851151209,1.28081019603512,0.200260341856915,0.602724341388106,"Solyc12g042760.1"
"Solyc02g067370.4",1948.95248914,0.0935399311491827,0.0730457926738557,1.28056562500228,0.200346280507507,0.602883832758899,"Solyc02g067370.4"
"Solyc01g107300.5",241.681376738793,0.179322231896385,0.140104073228271,1.27992161658438,0.200572704336245,0.60306932577209,"Solyc01g107300.5"
"Solyc03g111360.3",195.45250730818,-0.182257788884144,0.142394836656115,-1.27994661298217,0.200563912490213,0.60306932577209,"Solyc03g111360.3"
"Solyc03g118500.3",1097.91632244215,-0.0861321225463081,0.0672860814174358,-1.28008825498328,0.20051409883799,0.60306932577209,"Solyc03g118500.3"
"Solyc03g123820.2",4.58776499323058,1.09296476672115,0.853907303328925,1.27995715982317,0.200560202992,0.60306932577209,"Solyc03g123820.2"
"Solyc04g051500.3",662.392422619895,-0.105690603892588,0.0825717947569766,-1.27998433609992,0.200550644877264,0.60306932577209,"Solyc04g051500.3"
"Solyc10g039270.2",249.893519043524,0.159627885906375,0.124727127155473,1.2798169054868,0.20060953685406,0.603080978296771,"Solyc10g039270.2"
"Solyc05g006490.4",5106.94862715097,-0.116527260456773,0.0910960600022753,-1.27916904917581,0.200837532480945,0.603667215320107,"Solyc05g006490.4"
"Solyc02g087310.3",1006.67673437153,-0.0889071054426186,0.0695260614836387,-1.27875941115319,0.200981791120835,0.603930904408488,"Solyc02g087310.3"
"Solyc04g045560.4",165.515805827274,-0.209016087540907,0.163455676689843,-1.27873250885936,0.200991267711224,0.603930904408488,"Solyc04g045560.4"
"Solyc04g054890.3",640.708952410698,-0.197057669915387,0.154124156072275,-1.27856446995226,0.201050468402029,0.604009607829375,"Solyc04g054890.3"
"Solyc11g068820.3",1244.98923313064,-0.0853313006255387,0.0667615912598802,-1.27814959193188,0.20119668584554,0.604349664196905,"Solyc11g068820.3"
"Solyc10g079910.2",8.42421779166129,0.998030143581921,0.780937598372352,1.27798961871222,0.201253086689041,0.604419864323445,"Solyc10g079910.2"
"Solyc01g097290.4",345.233546768251,-0.201677456951415,0.157897907813625,-1.2772649096115,0.201508737701558,0.604524562984996,"Solyc01g097290.4"
"Solyc01g107210.4",141.044475439761,0.259652160107424,0.203292594757444,1.27723373503706,0.201519740268157,0.604524562984996,"Solyc01g107210.4"
"Solyc01g108880.4",57.0848400861174,0.348394299861052,0.272883410975148,1.27671483809172,0.201702940971182,0.604524562984996,"Solyc01g108880.4"
"Solyc02g078140.3",1750.43847641064,0.0756566332154136,0.0592509710811424,1.27688427438268,0.20164310679018,0.604524562984996,"Solyc02g078140.3"
"Solyc02g091050.3",4.44534643804743,1.1635371713915,0.911632556319862,1.27632253074479,0.201841528798435,0.604524562984996,"Solyc02g091050.3"
"Solyc02g094160.1",3745.97689167839,-0.123254216392591,0.0965671902509448,-1.27635707399475,0.201829323145948,0.604524562984996,"Solyc02g094160.1"
"Solyc03g005260.3",788.645371208817,-0.0950660553610324,0.0744891742571535,-1.27623988732702,0.201870732543786,0.604524562984996,"Solyc03g005260.3"
"Solyc03g019860.3",158.868730866391,0.192469981104239,0.150814157553492,1.27620632059011,0.201882594917827,0.604524562984996,"Solyc03g019860.3"
"Solyc05g012060.4",1423.20846979051,-0.109432660809433,0.0856483275764702,-1.27769757922859,0.201356079123013,0.604524562984996,"Solyc05g012060.4"
"Solyc06g066380.1",389.323280098106,-0.154338014916893,0.120860924267682,-1.276988537462,0.201606294098467,0.604524562984996,"Solyc06g066380.1"
"Solyc06g068220.4",338.24053656579,-0.146407822318616,0.114615734802915,-1.27737978184557,0.201468199168194,0.604524562984996,"Solyc06g068220.4"
"Solyc07g055910.4",1730.71646798945,-0.0862847398435064,0.0676063411093755,-1.27628175741551,0.201855936504967,0.604524562984996,"Solyc07g055910.4"
"Solyc07g056240.3",95.9911213895627,0.264972336959886,0.207534430432897,1.2767632648095,0.201685838396363,0.604524562984996,"Solyc07g056240.3"
"Solyc08g068220.3",812.307852601277,-0.114429494864679,0.0896501285060398,-1.27640079017812,0.201813877063308,0.604524562984996,"Solyc08g068220.3"
"Solyc09g009020.3",18760.4690452995,-0.111789356170529,0.08755223780954,-1.27683036970127,0.201662141110164,0.604524562984996,"Solyc09g009020.3"
"Solyc09g031580.3",1755.39220925143,-0.0735703599404011,0.0575946730734181,-1.27738132737759,0.201467653788856,0.604524562984996,"Solyc09g031580.3"
"Solyc10g006770.4",1601.93042739895,-0.0898265985540265,0.0703109855185948,-1.27756136386782,0.201404130811878,0.604524562984996,"Solyc10g006770.4"
"Solyc12g010820.2",98.0929092978067,0.252964356297857,0.198062109910929,1.27719711968947,0.20153266362793,0.604524562984996,"Solyc12g010820.2"
"Solyc09g007430.1",1099.92357980302,-0.115379429195515,0.0904291307048058,-1.27590996724448,0.201987347261651,0.604739278066254,"Solyc09g007430.1"
"Solyc06g036340.4",257.796812407562,-0.169220150616085,0.132639525215176,-1.2757897794158,0.202029841476954,0.604767555895106,"Solyc06g036340.4"
"Solyc06g048470.4",2556.53820008467,0.0760691490318854,0.0596703645512276,1.27482293101426,0.202371922368182,0.605692477496788,"Solyc06g048470.4"
"Solyc10g008440.3",64.0314206078335,0.345805852742465,0.271302162836295,1.27461517124405,0.202445484970811,0.605813561648548,"Solyc10g008440.3"
"Solyc05g053330.3",5.58312347529165,1.03994767640875,0.816017669368325,1.27441808608602,0.202515285964061,0.605923351513464,"Solyc05g053330.3"
"Solyc01g089970.3",18842.3204649302,-0.124352996923539,0.0975908746122048,-1.27422771255692,0.202582726570592,0.605926988152216,"Solyc01g089970.3"
"Solyc03g114510.5",1916.36527894618,0.0766587281735254,0.0601569319688095,1.27431246349584,0.202552701180987,0.605926988152216,"Solyc03g114510.5"
"Solyc02g083180.5",1160.32034742413,0.0871118819942036,0.0683892827759909,1.27376510555811,0.202746675193981,0.606293234558906,"Solyc02g083180.5"
"Solyc08g075240.3",416.134039752327,0.146878904168327,0.115317148484987,1.27369524912809,0.202771440816466,0.606293234558906,"Solyc08g075240.3"
"Solyc01g010750.4",4173.82283122206,0.0819997030928582,0.0643899422545567,1.27348620330616,0.202845565267485,0.606316726368786,"Solyc01g010750.4"
"Solyc06g007170.4",375.502480178379,-0.197827370628426,0.15533882948717,-1.27352170272897,0.202832976324023,0.606316726368786,"Solyc06g007170.4"
"Solyc06g065500.4",819.410728864588,-0.0953985728285505,0.0749185500902371,-1.27336384264839,0.202888961641869,0.606347396551455,"Solyc06g065500.4"
"Solyc01g111740.3",5273.8382961871,-0.0710790846484608,0.0558311250755395,-1.27310858508208,0.202979512939996,0.606376921268975,"Solyc01g111740.3"
"Solyc02g081120.4",10182.0706192635,-0.112059465560161,0.0880278459552981,-1.27300020060773,0.203017970671582,0.606376921268975,"Solyc02g081120.4"
"Solyc02g085670.3",524.863909139011,0.106116132597189,0.0833615617803808,1.27296238615053,0.203031389508444,0.606376921268975,"Solyc02g085670.3"
"Solyc09g065350.1",95.6939342930764,-0.241533758101939,0.189722970394427,-1.27308653032261,0.20298733813283,0.606376921268975,"Solyc09g065350.1"
"Solyc08g043180.3",134.100938017944,-0.301365503082057,0.236772516174464,-1.27280610077226,0.203086855783714,0.606443598888085,"Solyc08g043180.3"
"Solyc08g082960.3",248.18802209444,-0.150461562468771,0.118239413653278,-1.27251614178315,0.203189792560367,0.606651984673218,"Solyc08g082960.3"
"Solyc02g069290.3",28.2286340514811,0.429146559751119,0.337358353716594,1.27207924458759,0.203344964821072,0.606818250368687,"Solyc02g069290.3"
"Solyc04g049140.4",7470.45262146827,-0.0869355496686184,0.0683391947377002,-1.27211843806903,0.20333104099666,0.606818250368687,"Solyc04g049140.4"
"Solyc12g095880.2",1673.26896013977,-0.0793352447318553,0.0623653452502806,-1.27210463460873,0.20333594471653,0.606818250368687,"Solyc12g095880.2"
"Solyc02g072520.3",408.426449221822,0.229512669277188,0.180437367974354,1.27197970051197,0.203380331838516,0.60682483161797,"Solyc02g072520.3"
"Solyc03g082440.1",873.622691769047,0.0933976466799868,0.0734498591825138,1.27158374052025,0.203521056813588,0.607145715460035,"Solyc03g082440.1"
"Solyc12g036250.2",660.432113506727,-0.101415539785919,0.0797696520011654,-1.2713549231033,0.203602411293154,0.607289409006262,"Solyc12g036250.2"
"Solyc02g021550.3",1143.03607250429,-0.0917639577158607,0.0721979148050746,-1.2710056511135,0.203726638220012,0.607469393184184,"Solyc02g021550.3"
"Solyc08g065320.3",279.921082586774,-0.155770303218357,0.1225574154223,-1.27099859834359,0.203729147274241,0.607469393184184,"Solyc08g065320.3"
"Solyc01g008840.3",1927.94784822602,-0.0836014794677774,0.0657926375175088,-1.27068138050446,0.203842022186922,0.607473128260481,"Solyc01g008840.3"
"Solyc05g031600.3",5.90050938304882,1.05052791284286,0.827018468776958,1.27025931403496,0.203992275708694,0.607473128260481,"Solyc05g031600.3"
"Solyc06g064880.3",67.009508501055,-0.282303525229684,0.222291614688407,-1.26996929517741,0.204095567656453,0.607473128260481,"Solyc06g064880.3"
"Solyc07g005170.3",49.2797634646217,0.364101046634927,0.286595008409435,1.27043750222881,0.203928831788463,0.607473128260481,"Solyc07g005170.3"
"Solyc09g083070.3",421.61639121923,-0.12570711183589,0.0989488408549305,-1.27042531018822,0.203933172307767,0.607473128260481,"Solyc09g083070.3"
"Solyc09g083400.3",2228.62829043871,-0.0677129308756014,0.0532934405283591,-1.27056782606425,0.203882439069279,0.607473128260481,"Solyc09g083400.3"
